8.76307 4.81754 20

8.76307 4.81754 20
8.44328 5.35827 20

8.44328 5.35827 20
8.09017 5.87785 20

8.09017 5.87785 20
7.70513 6.37424 20

7.70513 6.37424 20
7.28969 6.84547 20

7.28969 6.84547 20
6.84547 7.28969 20

6.84547 7.28969 20
6.37424 7.70513 20

6.37424 7.70513 20
5.87785 8.09017 20

5.87785 8.09017 20
5.35827 8.44328 20

5.35827 8.44328 20
4.81754 8.76307 20

4.81754 8.76307 20
4.25779 9.04827 20

4.25779 9.04827 20
3.68125 9.29776 20

3.68125 9.29776 20
3.09017 9.51057 20

3.09017 9.51057 20
2.4869 9.68583 20

2.4869 9.68583 20
1.87381 9.82287 20

1.87381 9.82287 20
1.25333 9.92115 20

1.25333 9.92115 20
0.627905 9.98027 20

0.627905 9.98027 20
-1.60812e-15 10 20

-1.60812e-15 10 20
-0.627905 9.98027 20

-0.627905 9.98027 20
-1.25333 9.92115 20

-1.25333 9.92115 20
-1.87381 9.82287 20

-1.87381 9.82287 20
-2.4869 9.68583 20

-2.4869 9.68583 20
-3.09017 9.51057 20

-3.09017 9.51057 20
-3.68125 9.29776 20

-3.68125 9.29776 20
-4.25779 9.04827 20

-4.25779 9.04827 20
-4.81754 8.76307 20

-4.81754 8.76307 20
-5.35827 8.44328 20

-5.35827 8.44328 20
-5.87785 8.09017 20

-5.87785 8.09017 20
-6.37424 7.70513 20

-6.37424 7.70513 20
-6.84547 7.28969 20

-6.84547 7.28969 20
-7.28969 6.84547 20

-7.28969 6.84547 20
-7.70513 6.37424 20

-7.70513 6.37424 20
-8.09017 5.87785 20

-8.09017 5.87785 20
-8.44328 5.35827 20

-8.44328 5.35827 20
-8.76307 4.81754 20

-8.76307 4.81754 20
-9.04827 4.25779 20

-9.04827 4.25779 20
-9.29776 3.68125 20

-9.29776 3.68125 20
-9.51057 3.09017 20

-9.51057 3.09017 20
-9.68583 2.4869 20

-9.68583 2.4869 20
-9.82287 1.87381 20

-9.82287 1.87381 20
-9.92115 1.25333 20

-9.92115 1.25333 20
-9.98027 0.627905 20

-9.98027 0.627905 20
-10 -3.21625e-15 20

-10 -3.21625e-15 20
-9.98027 -0.627905 20

-9.98027 -0.627905 20
-9.92115 -1.25333 20

-9.92115 -1.25333 20
-9.82287 -1.87381 20

-9.82287 -1.87381 20
-9.68583 -2.4869 20

-9.68583 -2.4869 20
-9.51057 -3.09017 20

-9.51057 -3.09017 20
-9.29776 -3.68125 20

-9.29776 -3.68125 20
-9.04827 -4.25779 20

-9.04827 -4.25779 20
-8.76307 -4.81754 20

-8.76307 -4.81754 20
-8.44328 -5.35827 20

-8.44328 -5.35827 20
-8.09017 -5.87785 20

-8.09017 -5.87785 20
-7.70513 -6.37424 20

-7.70513 -6.37424 20
-7.28969 -6.84547 20

-7.28969 -6.84547 20
-6.84547 -7.28969 20

-6.84547 -7.28969 20
-6.37424 -7.70513 20

-6.37424 -7.70513 20
-5.87785 -8.09017 20

-5.87785 -8.09017 20
-5.35827 -8.44328 20

-5.35827 -8.44328 20
-4.81754 -8.76307 20

-4.81754 -8.76307 20
-4.25779 -9.04827 20

-4.25779 -9.04827 20
-3.68125 -9.29776 20

-3.68125 -9.29776 20
-3.09017 -9.51057 20

-3.09017 -9.51057 20
-2.4869 -9.68583 20

-2.4869 -9.68583 20
-1.87381 -9.82287 20

-1.87381 -9.82287 20
-1.25333 -9.92115 20

-1.25333 -9.92115 20
-0.627905 -9.98027 20

-0.627905 -9.98027 20
-1.83697e-15 -10 20

-1.83697e-15 -10 20
0.627905 -9.98027 20

0.627905 -9.98027 20
1.25333 -9.92115 20

1.25333 -9.92115 20
1.87381 -9.82287 20

1.87381 -9.82287 20
2.4869 -9.68583 20

2.4869 -9.68583 20
3.09017 -9.51057 20

3.09017 -9.51057 20
3.68125 -9.29776 20

3.68125 -9.29776 20
4.25779 -9.04827 20

4.25779 -9.04827 20
4.81754 -8.76307 20

4.81754 -8.76307 20
5.35827 -8.44328 20

5.35827 -8.44328 20
5.87785 -8.09017 20

5.87785 -8.09017 20
6.37424 -7.70513 20

6.37424 -7.70513 20
6.84547 -7.28969 20

6.84547 -7.28969 20
7.28969 -6.84547 20

7.28969 -6.84547 20
7.70513 -6.37424 20

7.70513 -6.37424 20
8.09017 -5.87785 20

8.09017 -5.87785 20
8.44328 -5.35827 20

8.44328 -5.35827 20
8.76307 -4.81754 20

8.76307 -4.81754 20
9.04827 -4.25779 20

9.04827 -4.25779 20
9.29776 -3.68125 20

9.29776 -3.68125 20
9.51057 -3.09017 20

9.51057 -3.09017 20
9.68583 -2.4869 20

9.68583 -2.4869 20
9.82287 -1.87381 20

9.82287 -1.87381 20
9.92115 -1.25333 20

9.92115 -1.25333 20
9.98027 -0.627905 20

9.98027 -0.627905 20
10 0 20

10 0 0
10 0 20

9.98027 0.627905 0
9.98027 0.627905 20

9.92115 1.25333 0
9.92115 1.25333 20

9.82287 1.87381 0
9.82287 1.87381 20

9.68583 2.4869 0
9.68583 2.4869 20

9.51057 3.09017 0
9.51057 3.09017 20

9.29776 3.68125 0
9.29776 3.68125 20

9.04827 4.25779 0
9.04827 4.25779 20

8.76307 4.81754 0
8.76307 4.81754 20

8.44328 5.35827 0
8.44328 5.35827 20

8.09017 5.87785 0
8.09017 5.87785 20

7.70513 6.37424 0
7.70513 6.37424 20

7.28969 6.84547 0
7.28969 6.84547 20

6.84547 7.28969 0
6.84547 7.28969 20

6.37424 7.70513 0
6.37424 7.70513 20

5.87785 8.09017 0
5.87785 8.09017 20

5.35827 8.44328 0
5.35827 8.44328 20

4.81754 8.76307 0
4.81754 8.76307 20

4.25779 9.04827 0
4.25779 9.04827 20

3.68125 9.29776 0
3.68125 9.29776 20

3.09017 9.51057 0
3.09017 9.51057 20

2.4869 9.68583 0
2.4869 9.68583 20

1.87381 9.82287 0
1.87381 9.82287 20

1.25333 9.92115 0
1.25333 9.92115 20

0.627905 9.98027 0
0.627905 9.98027 20

-1.60812e-15 10 0
-1.60812e-15 10 20

-0.627905 9.98027 0
-0.627905 9.98027 20

-1.25333 9.92115 0
-1.25333 9.92115 20

-1.87381 9.82287 0
-1.87381 9.82287 20

-2.4869 9.68583 0
-2.4869 9.68583 20

-3.09017 9.51057 0
-3.09017 9.51057 20

-3.68125 9.29776 0
-3.68125 9.29776 20

-4.25779 9.04827 0
-4.25779 9.04827 20

-4.81754 8.76307 0
-4.81754 8.76307 20

-5.35827 8.44328 0
-5.35827 8.44328 20

-5.87785 8.09017 0
-5.87785 8.09017 20

-6.37424 7.70513 0
-6.37424 7.70513 20

-6.84547 7.28969 0
-6.84547 7.28969 20

-7.28969 6.84547 0
-7.28969 6.84547 20

-7.70513 6.37424 0
-7.70513 6.37424 20

-8.09017 5.87785 0
-8.09017 5.87785 20

-8.44328 5.35827 0
-8.44328 5.35827 20

-8.76307 4.81754 0
-8.76307 4.81754 20

-9.04827 4.25779 0
-9.04827 4.25779 20

-9.29776 3.68125 0
-9.29776 3.68125 20

-9.51057 3.09017 0
-9.51057 3.09017 20

-9.68583 2.4869 0
-9.68583 2.4869 20

-9.82287 1.87381 0
-9.82287 1.87381 20

-9.92115 1.25333 0
-9.92115 1.25333 20

-9.98027 0.627905 0
-9.98027 0.627905 20

-10 -3.21625e-15 0
-10 -3.21625e-15 20

-9.98027 -0.627905 0
-9.98027 -0.627905 20

-9.92115 -1.25333 0
-9.92115 -1.25333 20

-9.82287 -1.87381 0
-9.82287 -1.87381 20

-9.68583 -2.4869 0
-9.68583 -2.4869 20

-9.51057 -3.09017 0
-9.51057 -3.09017 20

-9.29776 -3.68125 0
-9.29776 -3.68125 20

-9.04827 -4.25779 0
-9.04827 -4.25779 20

-8.76307 -4.81754 0
-8.76307 -4.81754 20

-8.44328 -5.35827 0
-8.44328 -5.35827 20

-8.09017 -5.87785 0
-8.09017 -5.87785 20

-7.70513 -6.37424 0
-7.70513 -6.37424 20

-7.28969 -6.84547 0
-7.28969 -6.84547 20

-6.84547 -7.28969 0
-6.84547 -7.28969 20

-6.37424 -7.70513 0
-6.37424 -7.70513 20

-5.87785 -8.09017 0
-5.87785 -8.09017 20

-5.35827 -8.44328 0
-5.35827 -8.44328 20

-4.81754 -8.76307 0
-4.81754 -8.76307 20

-4.25779 -9.04827 0
-4.25779 -9.04827 20

-3.68125 -9.29776 0
-3.68125 -9.29776 20

-3.09017 -9.51057 0
-3.09017 -9.51057 20

-2.4869 -9.68583 0
-2.4869 -9.68583 20

-1.87381 -9.82287 0
-1.87381 -9.82287 20

-1.25333 -9.92115 0
-1.25333 -9.92115 20

-0.627905 -9.98027 0
-0.627905 -9.98027 20

-1.83697e-15 -10 0
-1.83697e-15 -10 20

0.627905 -9.98027 0
0.627905 -9.98027 20

1.25333 -9.92115 0
1.25333 -9.92115 20

1.87381 -9.82287 0
1.87381 -9.82287 20

2.4869 -9.68583 0
2.4869 -9.68583 20

3.09017 -9.51057 0
3.09017 -9.51057 20

3.68125 -9.29776 0
3.68125 -9.29776 20

4.25779 -9.04827 0
4.25779 -9.04827 20

4.81754 -8.76307 0
4.81754 -8.76307 20

5.35827 -8.44328 0
5.35827 -8.44328 20

5.87785 -8.09017 0
5.87785 -8.09017 20

6.37424 -7.70513 0
6.37424 -7.70513 20

6.84547 -7.28969 0
6.84547 -7.28969 20

7.28969 -6.84547 0
7.28969 -6.84547 20

7.70513 -6.37424 0
7.70513 -6.37424 20

8.09017 -5.87785 0
8.09017 -5.87785 20

8.44328 -5.35827 0
8.44328 -5.35827 20

8.76307 -4.81754 0
8.76307 -4.81754 20

9.04827 -4.25779 0
9.04827 -4.25779 20

9.29776 -3.68125 0
9.29776 -3.68125 20

9.51057 -3.09017 0
9.51057 -3.09017 20

9.68583 -2.4869 0
9.68583 -2.4869 20

9.82287 -1.87381 0
9.82287 -1.87381 20

9.92115 -1.25333 0
9.92115 -1.25333 20

9.98027 -0.627905 0
9.98027 -0.627905 20

Cylinder 10 20 100
